player_name,tracker_id,solo_KillDeathRatio,solo_WinRatio,solo_TimeSurvived,solo_RoundsPlayed,solo_Wins,solo_WinTop10Ratio,solo_Top10s,solo_Top10Ratio,solo_Losses,solo_Rating,solo_BestRating,solo_DamagePg,solo_HeadshotKillsPg,solo_HealsPg,solo_KillsPg,solo_MoveDistancePg,solo_RevivesPg,solo_RoadKillsPg,solo_TeamKillsPg,solo_TimeSurvivedPg,solo_Top10sPg,solo_Kills,solo_Assists,solo_Suicides,solo_TeamKills,solo_HeadshotKills,solo_HeadshotKillRatio,solo_VehicleDestroys,solo_RoadKills,solo_DailyKills,solo_WeeklyKills,solo_RoundMostKills,solo_MaxKillStreaks,solo_WeaponAcquired,solo_Days,solo_LongestTimeSurvived,solo_MostSurvivalTime,solo_AvgSurvivalTime,solo_WinPoints,solo_WalkDistance,solo_RideDistance,solo_MoveDistance,solo_AvgWalkDistance,solo_AvgRideDistance,solo_LongestKill,solo_Heals,solo_Revives,solo_Boosts,solo_DamageDealt,solo_DBNOs,duo_KillDeathRatio,duo_WinRatio,duo_TimeSurvived,duo_RoundsPlayed,duo_Wins,duo_WinTop10Ratio,duo_Top10s,duo_Top10Ratio,duo_Losses,duo_Rating,duo_BestRating,duo_DamagePg,duo_HeadshotKillsPg,duo_HealsPg,duo_KillsPg,duo_MoveDistancePg,duo_RevivesPg,duo_RoadKillsPg,duo_TeamKillsPg,duo_TimeSurvivedPg,duo_Top10sPg,duo_Kills,duo_Assists,duo_Suicides,duo_TeamKills,duo_HeadshotKills,duo_HeadshotKillRatio,duo_VehicleDestroys,duo_RoadKills,duo_DailyKills,duo_WeeklyKills,duo_RoundMostKills,duo_MaxKillStreaks,duo_WeaponAcquired,duo_Days,duo_LongestTimeSurvived,duo_MostSurvivalTime,duo_AvgSurvivalTime,duo_WinPoints,duo_WalkDistance,duo_RideDistance,duo_MoveDistance,duo_AvgWalkDistance,duo_AvgRideDistance,duo_LongestKill,duo_Heals,duo_Revives,duo_Boosts,duo_DamageDealt,duo_DBNOs,squad_KillDeathRatio,squad_WinRatio,squad_TimeSurvived,squad_RoundsPlayed,squad_Wins,squad_WinTop10Ratio,squad_Top10s,squad_Top10Ratio,squad_Losses,squad_Rating,squad_BestRating,squad_DamagePg,squad_HeadshotKillsPg,squad_HealsPg,squad_KillsPg,squad_MoveDistancePg,squad_RevivesPg,squad_RoadKillsPg,squad_TeamKillsPg,squad_TimeSurvivedPg,squad_Top10sPg,squad_Kills,squad_Assists,squad_Suicides,squad_TeamKills,squad_HeadshotKills,squad_HeadshotKillRatio,squad_VehicleDestroys,squad_RoadKills,squad_DailyKills,squad_WeeklyKills,squad_RoundMostKills,squad_MaxKillStreaks,squad_WeaponAcquired,squad_Days,squad_LongestTimeSurvived,squad_MostSurvivalTime,squad_AvgSurvivalTime,squad_WinPoints,squad_WalkDistance,squad_RideDistance,squad_MoveDistance,squad_AvgWalkDistance,squad_AvgRideDistance,squad_LongestKill,squad_Heals,squad_Revives,squad_Boosts,squad_DamageDealt,squad_DBNOs
bbaru,23567,1.83,4.55,145624.8,154,7,0.22,32,20.8,147,2399.81,2445.84,218.79,0.24,1.93,1.75,3913.85,0,0.05,0.01,945.62,0.21,269,26,1,1,37,0.14,5,8,3,29,10,3,0,32,2006.03,2006.03,945.62,1969,177216.1,425516.8,602733,1150.75,2763.1,342.78,297,0,292,33694.3,0,2.42,18.02,153241.2,111,20,0.3,67,60.4,91,2548.85,2588.96,238.08,0.24,3.63,1.98,6856.24,0.26,0.01,0.01,1380.55,0.6,220,63,1,1,27,0.12,11,1,9,151,11,2,0,16,2181.55,2181.55,1380.55,2134,207284.9,553757.7,761042.6,1867.43,4988.81,487.13,403,29,346,26427.25,112,2.65,25,436808.7,308,77,0.31,246,79.9,231,2939.2,2936.38,246.86,0.21,3.01,1.99,6566.96,0.32,0.02,0,1418.21,0.8,613,257,1,1,64,0.1,18,6,6,6,10,4,0,39,2132.64,2132.64,1418.21,2456,570753.3,1451870,2022623,1853.1,4713.86,607.9,927,100,755,76033.17,476
S2BEAST,6661,7,50,2048.26,2,1,1,1,50,1,1356.8,1200,388.91,0,0,3.5,3970.45,0,0,0,1024.13,0.5,7,1,0,0,0,0,0,0,6,7,6,1,0,2,1763.84,1763.84,1024.13,1128,2041.11,5899.78,7940.89,1020.56,2949.89,198.2,0,0,4,777.82,0,3.19,12.24,62199.76,49,6,0.27,22,44.9,43,2039.08,2117.68,333.58,0.51,2.35,2.8,4789.52,0.27,0.02,0,1269.38,0.45,137,24,0,0,25,0.18,1,1,3,27,9,3,0,12,2079.8,2079.8,1269.38,1668,71701.19,162985.5,234686.7,1463.29,3326.24,272.76,115,13,144,16345.36,66,2.06,20.8,579499.16,423,88,0.1,308,72.8,335,2840.25,2816.68,253.18,0.25,2.22,1.63,5570.95,0.39,0.01,0.02,1369.97,0.73,690,390,1,8,104,0.15,21,6,15,41,11,4,0,34,2193.07,2193.07,1078.44,4384,724701.09,1631811.62,2356513.71,1841.8,2347.37,393.18,938,164,1031,107095.44,673
JOVVA,12919,3.06,15,19046.53,20,3,1,3,15,17,1701.89,1708.87,282.59,0.65,2.25,2.6,2564.39,0,0,0,952.33,0.15,52,0,0,0,13,0.25,0,0,0,0,10,3,0,12,2083.66,2083.66,952.33,1397,30744.94,20542.83,51287.77,1537.25,1027.14,251.08,45,0,53,5651.77,0,2.26,7.46,60677.42,67,5,0.19,19,28.4,62,1845.78,1855.48,243.14,0.55,1.37,2.09,2812.27,0.22,0,0,905.63,0.28,140,23,0,0,37,0.26,2,0,4,4,9,2,0,15,1955.48,1955.48,694.3,3752,74259.24,114162.85,188421.99,862.3,958.76,427.37,92,15,99,16290.28,76,2.38,22.54,580824.64,426,96,0.48,310,72.8,330,2904.1,2907.57,241.66,0.28,2.2,1.85,5440.2,0.24,0.01,0.02,1363.44,0.73,786,305,3,7,121,0.15,20,5,23,28,14,6,0,48,2185.97,2185.97,1276.45,4723,795891.25,1521633.76,2317525.11,2040.01,3113.16,442.45,937,101,880,102948.42,663
Gaedol,8772,5.05,25,39836.88,28,7,0.73,14,50,21,2422.07,2425.81,432.78,0.96,0.93,3.79,6713.2,0,0.18,0,1422.75,0.5,106,3,0,0,27,0.25,2,5,35,49,11,4,0,13,2003.84,2003.84,1595.31,3116,51685.62,136283.92,187969.57,1794.22,4954.55,325.96,26,0,90,12117.82,0,3.84,24.49,69736.67,49,12,0.39,31,63.3,37,2391.62,2403.65,383.47,0.53,2.24,2.9,7391.47,0.29,0.02,0,1423.2,0.63,142,46,0,0,26,0.18,4,1,0,6,8,3,0,15,2182.66,2182.66,1423.2,1991,92345.21,269836.6,362181.8,1884.6,5506.87,292.97,110,14,152,18789.85,74,3.54,44,156099.13,100,44,0.27,81,81,56,2934.84,2939.06,296,0.37,2.03,1.98,8291.53,0.32,0.03,0,1560.99,0.81,198,123,0,0,37,0.19,7,3,15,87,9,3,0,18,2213.22,2213.22,1011.12,3448,195927.39,633225.4,829152.79,1231.85,3198.11,348.36,203,32,279,29600.05,172
LHiD,156994,3.29,12.82,45101.44,39,5,0.39,12,30.8,34,1790,1737.77,321.67,0.62,1.82,2.87,4350.17,0,0.05,0.03,1156.45,0.31,112,14,1,1,24,0.21,0,2,22,22,14,2,0,16,1989,1989,1199.12,6018,58715.99,110940.62,169656.63,1683.98,2821.57,269.69,71,0,73,12545,0,2.45,11.43,38398.98,35,4,0.22,14,40,31,1750.94,1758.1,293.9,0.71,1.91,2.17,3336.03,0.29,0.03,0,1097.11,0.4,76,19,0,0,25,0.33,0,1,35,44,10,2,0,8,1980.65,1980.65,1081.93,3950,47139.32,69621.85,116761.17,1281.74,1740.95,365.09,67,10,63,10286.37,48,1.85,15.25,737594.29,551,84,0.23,352,63.9,467,2857.17,2864.65,237.67,0.25,2.84,1.57,4977.95,0.29,0.01,0.01,1338.65,0.64,863,400,1,4,137,0.16,27,3,39,104,9,4,0,69,2191.74,2191.74,1223.15,8687,1036635.8,1706213.5,2742849,1859.82,2093.3,482.25,1563,160,1023,130956.67,793
evermoreJongseo,142397,2.89,10,52362.22,50,5,0.29,17,34,45,2525.9,2515.27,281.3,0.58,1.32,2.6,3470.92,0,0.02,0.02,1047.24,0.34,130,4,1,1,29,0.22,2,1,8,8,10,2,0,17,1925.77,1925.77,1047.24,2080,83335.66,90210.2,173545.9,1666.71,1804.2,238.21,66,0,107,14065.11,0,2.66,19.44,37729.4,36,7,0.58,12,33.3,29,2212.29,2167.03,255.46,0.5,2.47,2.14,4066.53,0.25,0,0.03,1048.04,0.33,77,31,1,1,18,0.23,1,0,2,30,8,3,0,10,1936,1936,1048.04,1846,65317.18,81078.01,146395.2,1814.37,2252.17,210.45,89,9,85,9196.55,41,2.03,27.82,184567.7,133,37,0.39,96,72.2,96,2835.16,2888.78,189.8,0.2,2.5,1.47,6449.34,0.32,0,0,1387.73,0.72,195,111,0,0,27,0.14,3,0,3,89,8,4,0,15,1991.55,1991.55,1387.73,2374,316622.8,541139.9,857762.7,2380.62,4068.72,349.02,332,42,269,25242.93,149
LAONJENA,6929,3.56,28,38573.28,25,7,0.27,14,56,18,2319.17,2314.11,296.35,0.36,1.52,2.56,7306.27,0,0.08,0,1542.93,0.56,64,2,0,0,9,0.14,0,2,5,8,7,2,0,16,2184.72,2184.72,1634.68,2988,45635.42,137021.41,182656.82,1976.54,5852.43,306.46,38,0,99,7408.66,0,2.59,19.61,69490.39,51,10,0.19,27,52.9,41,2250.02,2290.34,251.29,0.22,1.65,2.08,6542.59,0.16,0.12,0.04,1362.56,0.53,106,32,2,2,11,0.1,2,6,7,13,7,3,0,18,2014.12,2014.12,1194.12,2900,85849.82,247822.48,333672.31,1567.98,4906.86,376.12,84,8,125,12815.96,51,3.12,37.69,419491.23,260,98,0.22,223,85.8,162,2904.24,2913.2,259.75,0.24,1.69,1.95,7335.64,0.26,0.02,0,1613.43,0.86,506,281,0,0,63,0.12,12,4,7,16,9,4,0,37,2187.95,2187.95,1494.77,3607,501583.34,1405684.31,1907267.26,1708.09,5164.7,469.62,440,67,730,67534.52,386
patbingsu,15776,2.78,6.7,538785.8,463,31,0.23,133,28.7,432,2733.77,2840.59,309.14,0.48,1.78,2.6,4118.8,0,0.03,0.01,1163.68,0.29,1202,71,5,5,222,0.18,28,12,34,34,13,3,0,44,2164.96,2164.96,1163.68,2242,808955.9,1098050,1907006,1747.2,2371.6,421.87,826,0,1373,143130.1,0,2.31,6.74,220468.15,193,13,0.4,78,40.4,180,2451.28,2439.87,280.52,0.34,1.92,2.15,3750.77,0.21,0,0.01,1142.32,0.4,415,126,0,1,66,0.16,5,0,36,153,10,3,0,33,2178.82,2178.82,1192.15,3369,324942.79,398955.54,723898.32,1789.6,2385.51,474.96,371,41,472,54140.4,255,2.9,6.82,51273.6,44,3,0.16,19,43.2,41,1990.8,1972.63,389.67,0.41,1.73,2.7,3633.5,0.14,0,0.02,1165.31,0.43,119,25,0,1,18,0.15,2,0,3,39,13,4,0,13,1898.76,1898.76,1165.31,1622,84218.77,75655.45,159874.2,1914.06,1719.44,326.31,76,6,84,17145.67,112
VanilLa12,157609,4.32,8.63,287520.78,313,27,0.18,73,23.3,286,2528.12,2689.06,435.07,0.92,1.46,3.95,2228.05,0,0.03,0,918.6,0.23,1236,41,1,1,287,0.23,9,8,28,206,16,3,0,44,2185.91,2185.91,994.34,3028,390262.95,307117.8,697380.85,837.01,492.18,470.79,458,0,524,136175.7,0,4.4,15.07,283559.02,272,41,0.2,105,38.6,231,2375.15,2382.76,447.04,0.79,2.19,3.74,2783.93,0.26,0.01,0.02,1042.5,0.39,1017,206,4,5,214,0.21,11,4,29,29,18,6,0,25,2187.98,2187.98,1011.72,2984,418161.02,339067.41,757228.43,1408.71,2082.45,469.72,596,72,548,121594.84,568,2.84,10.81,397860.59,333,36,0.2,169,50.8,297,2793.31,2867.09,337.8,0.45,1.88,2.53,5056.76,0.21,0.01,0.02,1194.78,0.51,844,219,2,6,149,0.18,24,4,38,161,16,4,0,33,2176.74,2176.74,1078.44,4538,531455.22,1152445.05,1683900.57,1499.11,2752.31,459.8,625,70,561,112486.94,752
Taejin-CHOI,108162,3.5,0,6741.66,4,0,0,3,75,4,1419.82,1344.63,402.73,0.5,2.5,3.5,6786.22,0,0,0,1685.41,0.75,14,2,0,0,2,0.14,0,0,3,8,5,2,0,3,1883.22,1883.22,1685.41,1181,6407.32,20737.57,27144.88,1601.83,5184.39,163.8,10,0,9,1610.93,0,0.78,0.47,175772.82,212,1,0.02,30,14.2,211,1934,1916.28,125.03,0.13,0.89,0.77,1993.59,0.12,0,0,829.12,0.14,164,47,1,1,27,0.16,1,1,14,22,6,2,0,26,1979.68,1979.68,834.89,2592,214495.3,208146.64,422641.93,1025.97,1366.25,702.2,188,26,183,26505.6,117,0.92,14.41,309107.6,229,33,0.28,148,64.6,196,2861.81,2866.66,126.82,0.07,1.68,0.79,5919.16,0.34,0,0,1349.81,0.65,181,140,1,1,17,0.09,11,1,16,16,7,4,0,27,2180.96,2180.96,1252.95,3832,411636.85,943849.72,1355487.07,1645.24,3034.05,339.14,384,77,324,29041.76,163
kimwow,21987,3.19,20,25299.75,20,4,0.5,8,40,16,1775.64,1662.32,300.99,0.7,1.6,2.55,2718.18,0,0.05,0,1264.99,0.4,51,2,0,0,14,0.27,1,1,12,12,12,2,0,7,1962.51,1962.51,1264.99,1477,41486.36,12877.34,54363.7,2074.32,643.87,192.72,32,0,91,6019.8,0,2.94,9.68,101998,93,9,0.24,38,40.9,84,2301.98,2316.41,319.78,0.42,2.72,2.66,2778.47,0.28,0.02,0.02,1096.75,0.41,247,66,1,2,39,0.16,3,2,2,23,14,3,0,18,2179.04,2179.04,1096.75,1897,143126.2,115271.7,258397.9,1538.99,1239.48,320.29,253,26,261,29739.29,118,2.2,8.67,522804.9,496,43,0.19,229,46.2,453,2830.71,2837.86,255.35,0.33,2.44,2.01,3550.62,0.34,0.01,0.02,1054.04,0.46,995,292,5,11,165,0.17,12,5,33,51,11,5,0,27,2175.74,2175.74,1054.04,2345,787053.6,974054.2,1761108,1586.8,1963.82,421.97,1212,171,1087,126654.7,864
Booree,21579,1.94,8.75,529344.34,423,37,0.31,160,37.8,386,2829.1,2852.12,209.82,0.43,1.81,1.77,6071.98,0,0.12,0.01,1251.41,0.38,750,44,5,5,181,0.24,14,52,66,144,11,5,0,55,2186,2186,810.57,5784,624421.32,1944026.32,2568447.3,1131.31,2612.94,337.89,765,0,1048,88755.68,0,2.14,10.06,185050.09,169,17,0.38,61,36.1,152,2425.94,2426.68,247.11,0.39,2.79,1.92,5345.27,0.24,0.04,0.02,1094.97,0.36,325,68,2,4,66,0.2,8,6,7,7,14,3,0,33,2185.59,2185.59,1083.16,3329,255264.61,648086.21,903350.92,1440.89,3628.48,366.97,471,41,373,41761.25,183,1.75,3.68,147242.33,163,6,0.22,48,29.4,157,2448.68,2463.27,235.5,0.28,1.87,1.68,3430.84,0.2,0.04,0.06,903.33,0.29,274,43,0,10,45,0.16,3,7,9,9,10,4,0,32,1960.58,1960.58,869.13,3165,207477.24,351749.88,559227.12,1072.75,2594.79,363.26,304,32,261,38386.3,295
S2yeonS2,44680,1.96,1.85,98032.81,108,2,0.14,14,13,106,2289.15,2317.35,230.89,0.36,1.34,1.93,2640.48,0,0.02,0.01,907.71,0.13,208,10,1,1,39,0.19,0,2,1,1,12,3,0,27,2101.79,2101.79,907.71,1879,133985,151186.7,285171.7,1240.6,1399.88,345.5,145,0,215,24936.47,0,2.04,6,45098.93,50,3,0.19,16,32,47,2143.64,2121.96,251.42,0.4,1.7,1.92,3065.49,0.08,0.02,0,901.98,0.32,96,22,0,0,20,0.21,2,1,17,17,9,3,0,12,1966.48,1966.48,901.98,1764,67087.64,86186.8,153274.4,1341.75,1723.74,293.1,85,4,87,12571.18,52,1.56,7.01,555578.51,499,35,0.38,272,54.5,464,2877.81,2883.91,210.49,0.23,1.97,1.45,4211.88,0.21,0.01,0.01,1113.38,0.55,723,266,2,4,114,0.16,13,5,20,20,10,4,0,42,2014.39,2014.39,1075.2,4482,819681.96,1282045.78,2101727.83,1469.85,1189.76,362.28,981,103,911,105033.62,654
Inception_CCJ,24383,2.9,0,20378.2,20,0,0,4,20,20,1618.62,1598.57,328.8,0.75,1.65,2.9,3828.38,0,0,0,1018.91,0.2,58,4,0,0,15,0.26,0,0,2,2,11,2,0,10,1968.61,1968.61,1018.91,1315,30486.95,46080.75,76567.7,1524.35,2304.04,368.61,33,0,39,6576.09,0,2.01,15.12,113553.86,86,13,0.14,45,52.3,73,2399.26,2414.03,240.74,0.4,2.9,1.71,6284.58,0.19,0.01,0,1320.39,0.52,147,55,0,0,34,0.23,5,1,17,32,8,2,0,20,1983.66,1983.66,1072.63,3018,161327.49,379146.49,540473.98,1723.61,2802.7,947.36,249,16,238,20704.05,93,2.14,18.44,404066.01,282,52,0.22,212,75.2,230,2898.29,2901.29,240.43,0.32,3.21,1.75,6898.61,0.29,0.02,0.01,1432.86,0.75,493,199,0,3,90,0.18,20,5,30,70,13,4,0,34,2186.27,2186.27,1608.39,4876,560140.46,1385268.79,1945409.18,2733.68,4911.12,953.31,905,82,689,67800.9,432
TechnoloGY,71471,3.01,11.54,434841.8,390,45,0.55,126,32.3,345,2867.88,2869.32,324.66,0.59,2.02,2.66,3824.14,0,0.01,0.01,1114.98,0.32,1038,85,3,3,231,0.22,17,5,23,201,13,2,0,43,2193.36,2193.36,1005.2,5229,561312.07,930103.37,1491415.44,1366.24,2043.69,482.44,789,0,1039,126617.95,0,2.43,9.85,288839.4,274,27,0.27,100,36.5,247,2259.44,2312.13,297.59,0.48,2.77,2.19,3592.36,0.24,0.01,0.01,1054.16,0.36,599,161,1,3,132,0.22,4,3,4,38,12,4,0,27,2080.26,2080.26,1054.16,1856,403763.7,580544,984307.7,1473.59,2118.77,591.43,759,67,505,81538.51,354,2.37,8.33,152974.84,144,12,0.1,62,43.1,132,2404.71,2424.18,313.46,0.39,3.38,2.17,3793.91,0.31,0.02,0.02,1062.33,0.43,313,96,3,3,56,0.18,3,3,11,54,11,3,0,28,2186,2186,808.47,2972,230253.28,316069.7,546322.99,1245.62,1148.63,366.74,487,44,248,45138.73,302
korchan,7706,1.64,3.81,108351.8,105,4,0.13,30,28.6,101,2126.05,2206.96,189.54,0.24,1.46,1.58,3423.6,0,0.1,0.01,1031.92,0.29,166,18,1,1,25,0.15,6,11,1,25,7,2,0,17,1985.22,1985.22,1031.92,1759,95707.36,263770.2,359477.6,911.5,2512.1,255.21,153,0,179,19901.24,0,1.67,9.79,191860.75,143,14,0.22,74,51.7,129,2299.52,2311.31,206.75,0.23,2.03,1.5,5716.73,0.15,0.03,0,1341.68,0.52,215,71,0,0,33,0.15,5,4,28,28,8,3,0,16,2185.57,2185.57,1327.88,3243,217390.1,600102.99,817492.99,1648.16,3853.64,375.3,291,22,325,29565.04,129,1.38,10.41,1073858.83,845,88,0.45,521,61.7,757,2904.88,2918.35,186.71,0.21,2.11,1.24,4996.12,0.26,0.01,0.01,1270.84,0.62,1044,524,0,8,175,0.17,33,7,19,19,11,4,0,52,2187.3,2187.3,1351.11,5012,1351928.81,2869791.9,4221720.75,1554.24,2680.16,484.43,1783,219,1493,157773.65,946
YANGGANGGANG,34667,2.37,6.32,121062.12,95,6,0.09,32,33.7,89,2461.81,2459.99,253.41,0.48,1.85,2.22,5103.76,0,0.08,0,1274.34,0.34,211,24,0,0,46,0.22,2,8,4,4,10,3,0,30,2188.47,2188.47,1322.01,3029,149875.44,334982.2,484857.64,926.19,1781.82,356.21,176,0,343,24073.71,0,2.11,10.29,217868.7,175,18,0.12,74,42.3,157,2486.3,2496.16,246.45,0.34,2.12,1.9,5444.51,0.12,0.02,0,1244.96,0.42,332,79,0,0,59,0.18,2,4,3,18,10,3,0,27,2059.24,2059.24,1300.66,3058,291325.41,661463.1,952788.41,1098.54,1900.76,411.08,371,21,487,43127.96,191,1.97,11.98,305748,242,29,0.22,129,53.3,213,2838.3,2838.82,269.56,0.31,2.08,1.74,5910.08,0.26,0.01,0,1263.42,0.53,420,176,0,0,74,0.18,3,3,2,32,9,3,0,31,2158.56,2158.56,1263.42,2373,436626.4,993612.8,1430239,1804.24,4105.84,354.3,504,63,594,65234.11,411
Gaitan,6271,5.67,40,5923.84,5,2,1,2,40,3,1482.62,1504.86,337.76,0.4,0.2,3.4,2770.39,0,0,0,1184.77,0.4,17,0,0,0,2,0.12,0,0,0,0,8,2,0,4,1949.26,1949.26,1184.77,1232,8013.54,5838.43,13851.97,1602.71,1167.69,156.22,1,0,11,1688.8,0,3.08,11.11,36316.15,27,3,0.3,10,37,24,2126.94,2128.03,347.19,0.67,2.44,2.74,4974.89,0.19,0,0,1345.04,0.37,74,23,0,0,18,0.24,3,0,2,15,9,3,0,9,2194.64,2194.64,1345.04,1749,59442.68,74879.42,134322.1,2201.58,2773.31,218.72,66,5,76,9374.19,37,1.91,17.44,281104.3,195,34,0.24,142,72.8,161,2785.93,2831.81,216.21,0.24,1.71,1.58,5003.15,0.32,0.01,0.01,1441.56,0.73,308,165,1,1,47,0.15,16,1,2,2,10,4,0,26,2176.27,2176.27,1441.56,2348,438011.3,537602.3,975613.6,2246.21,2756.94,333.99,334,63,394,42161.65,243
PlayerJP,9598,2.56,18.5,306413.25,200,37,0.32,118,59,163,2855.72,2828.81,239.59,0.38,6.74,2.09,9081.67,0,0.06,0.02,1532.07,0.59,418,36,4,4,76,0.18,5,12,5,5,8,3,0,33,2191.19,2191.19,1689.15,3641,311818.14,1504515.49,1816333.32,1807.02,7011.61,329.12,1349,0,1066,47917.56,0,2.5,15.48,319808.91,252,39,0.24,114,45.2,213,2330.73,2352.8,264.79,0.33,3.25,2.11,7098.94,0.29,0.09,0.03,1269.08,0.45,532,134,3,7,84,0.16,19,23,16,105,12,3,0,38,2082.68,2082.68,1316.26,4780,338155.9,1450778.03,1788933.98,1357.25,5864.03,365.77,820,73,725,66727.9,310,3.01,21.26,156143.66,127,27,0.3,65,51.2,100,2540.21,2545.53,287.85,0.37,3.06,2.37,6137.83,0.36,0.01,0.07,1229.48,0.51,301,77,2,9,47,0.16,9,1,11,27,14,4,0,29,2136.53,2136.53,994.66,5584,175919.35,603584.98,779504.19,1081.39,3459.04,338.52,388,46,304,36556.73,254
doliGGo,8659,2.88,27.27,13692.76,11,3,1,3,27.3,8,1698.09,1570.42,236.06,0.45,1.45,2.09,5199.56,0,0.09,0,1244.8,0.27,23,1,0,0,5,0.22,0,1,3,10,6,1,0,6,1960.2,1960.2,1244.8,1428,16345.62,40849.57,57195.19,1485.96,3713.6,91.95,16,0,29,2596.62,0,1.56,3.57,29624.48,28,1,0.1,10,35.7,27,1796.32,1795.6,174.9,0.21,1.43,1.5,4642.41,0.11,0.04,0,1058.02,0.36,42,6,0,0,6,0.14,3,1,5,10,10,2,0,12,2002.26,2002.26,1058.02,1492,30692.35,99295.03,129987.4,1096.16,3546.25,346.27,40,3,45,4897.3,24,1.16,15,985083,720,108,0.21,509,70.7,612,2888.84,2888.36,131.68,0.12,2.43,0.99,5959.17,0.24,0.02,0.01,1368.17,0.71,710,345,2,4,88,0.12,27,13,5,5,8,3,0,46,2191.5,2191.5,1368.17,2441,1319468,2971133,4290601,1832.59,4126.57,364.3,1749,172,1368,94809.85,565
LeeSunShin,7299,3.42,11.63,42765.14,43,5,0.42,12,27.9,38,2349.26,2392.81,340.38,0.47,1.3,3.02,2928.81,0,0.05,0,994.54,0.28,130,6,0,0,20,0.15,0,2,9,18,13,2,0,15,1952.29,1952.29,994.54,1926,55347.76,70590.93,125938.7,1287.16,1641.65,341.1,56,0,95,14636.37,0,2.77,8.51,54658.98,47,4,0.24,17,36.2,43,2300.52,2287.87,314.54,0.6,2.43,2.53,3644.5,0.19,0.02,0,1162.96,0.36,119,36,0,0,28,0.24,1,1,27,41,14,2,0,11,1955.66,1955.66,1162.96,1899,71923.41,99368.04,171291.4,1530.28,2114.21,287.68,114,9,131,14783.49,74,2.4,16.06,243943.5,193,31,0.28,109,56.5,162,2887.13,2898.13,277.71,0.32,2.45,2.01,4873.2,0.37,0.01,0.01,1263.96,0.56,388,155,0,2,61,0.16,4,2,30,84,9,4,0,21,2002,2002,1263.96,2408,340417.3,600110.3,940527.6,1763.82,3109.38,513.36,472,71,443,53598.43,338
DJLee,44335,17,100,3773.93,2,2,1,2,100,0,1481.86,1342.54,1028.75,1.5,1.5,8.5,5062.08,0,0,0,1886.96,1,17,1,0,0,3,0.18,1,0,17,17,12,1,0,1,1915.76,1915.76,1886.96,1234,5878.2,4245.96,10124.17,2939.1,2122.98,211.43,3,0,11,2057.5,0,6.86,22.22,14502.58,9,2,0.33,6,66.7,7,1685.4,1654.17,767.09,0.89,4.67,5.33,3476.34,0.44,0,0,1611.4,0.67,48,11,0,0,8,0.17,0,0,12,12,11,3,0,5,1975.37,1975.37,1611.4,1378,18764.59,12522.45,31287.04,2084.95,1391.38,175.5,42,4,22,6903.8,30,1.73,13.57,487280.97,361,49,0.1,240,66.5,312,2822.3,2851.61,246.38,0.18,1.79,1.49,5194.46,0.28,0.01,0.01,1349.81,0.66,539,251,1,2,64,0.12,14,4,4,12,9,4,0,42,2163.22,2163.22,1498.97,3391,670221.5,1204977.16,1875199.05,2147.92,2362.24,371.15,647,102,636,88944.85,533
APLUSVABLE,7093,2.87,3.45,55921.88,87,3,0.12,12,13.8,84,2141.35,2109.76,315.7,0.89,1.08,2.77,1925.83,0,0,0,642.78,0.14,241,9,0,0,77,0.32,1,0,3,3,16,3,0,26,1886.91,1886.91,778.47,2784,79500.79,88046.27,167547.01,972.73,1308.93,391.69,94,0,99,27465.52,0,5.93,12.12,61639.8,66,8,0.35,22,33.3,58,1998.85,1996.14,621.38,1.36,3.11,5.21,2724.61,0.32,0.02,0,933.94,0.33,344,47,0,0,90,0.26,6,1,47,48,21,5,0,20,2190.51,2190.51,931.42,2959,99522.14,80301.87,179824.01,1527.5,1234.43,504.95,205,21,148,41010.87,213,4.93,24.26,1209810.33,1014,246,0.53,543,53.6,768,2940.4,2937.64,477.8,0.93,3.56,3.73,3782.88,0.34,0.02,0.02,1193.11,0.54,3784,1266,5,19,944,0.25,79,17,78,78,20,5,0,56,2194.73,2194.73,1145.41,5797,2011007.7,1824830.6,3835838.3,1885.56,1935.87,571.64,3605,342,2089,484492.81,3334
lucienau,9344,2.26,6.06,45024.27,33,2,0.36,14,42.4,31,2032.24,2044.8,270.94,0.45,1.45,2.12,6001.42,0,0.03,0,1364.37,0.42,70,6,0,0,15,0.21,2,1,12,15,8,1,0,13,2173.07,2173.07,1451.54,3861,56029.44,142017.23,198046.7,2104.46,3788.77,253.37,48,0,95,8940.95,0,2.03,12.02,355804.27,258,31,0.49,145,56.2,227,2605.02,2614.84,249.36,0.27,2.46,1.79,5733.62,0.19,0.02,0.02,1379.09,0.56,461,105,3,5,70,0.15,11,6,14,14,9,2,0,41,2185.12,2185.12,1450.16,4413,492835.22,986437.62,1479272.84,1627.49,3696.52,395.59,634,50,594,64335.13,257,1.73,16.84,537542.8,374,63,0.23,272,72.7,311,2818.67,2864.23,220.15,0.18,2.13,1.44,6177.62,0.28,0.02,0.01,1437.28,0.73,537,220,2,3,68,0.13,18,8,4,78,9,4,0,38,2189.36,2189.36,1437.28,2347,712400.9,1598030,2310431,1904.82,4272.81,462.36,795,105,809,82336.3,451
