player_name,tracker_id,solo_KillDeathRatio,solo_WinRatio,solo_TimeSurvived,solo_RoundsPlayed,solo_Wins,solo_WinTop10Ratio,solo_Top10s,solo_Top10Ratio,solo_Losses,solo_Rating,solo_BestRating,solo_DamagePg,solo_HeadshotKillsPg,solo_HealsPg,solo_KillsPg,solo_MoveDistancePg,solo_RevivesPg,solo_RoadKillsPg,solo_TeamKillsPg,solo_TimeSurvivedPg,solo_Top10sPg,solo_Kills,solo_Assists,solo_Suicides,solo_TeamKills,solo_HeadshotKills,solo_HeadshotKillRatio,solo_VehicleDestroys,solo_RoadKills,solo_DailyKills,solo_WeeklyKills,solo_RoundMostKills,solo_MaxKillStreaks,solo_WeaponAcquired,solo_Days,solo_LongestTimeSurvived,solo_MostSurvivalTime,solo_AvgSurvivalTime,solo_WinPoints,solo_WalkDistance,solo_RideDistance,solo_MoveDistance,solo_AvgWalkDistance,solo_AvgRideDistance,solo_LongestKill,solo_Heals,solo_Revives,solo_Boosts,solo_DamageDealt,solo_DBNOs,duo_KillDeathRatio,duo_WinRatio,duo_TimeSurvived,duo_RoundsPlayed,duo_Wins,duo_WinTop10Ratio,duo_Top10s,duo_Top10Ratio,duo_Losses,duo_Rating,duo_BestRating,duo_DamagePg,duo_HeadshotKillsPg,duo_HealsPg,duo_KillsPg,duo_MoveDistancePg,duo_RevivesPg,duo_RoadKillsPg,duo_TeamKillsPg,duo_TimeSurvivedPg,duo_Top10sPg,duo_Kills,duo_Assists,duo_Suicides,duo_TeamKills,duo_HeadshotKills,duo_HeadshotKillRatio,duo_VehicleDestroys,duo_RoadKills,duo_DailyKills,duo_WeeklyKills,duo_RoundMostKills,duo_MaxKillStreaks,duo_WeaponAcquired,duo_Days,duo_LongestTimeSurvived,duo_MostSurvivalTime,duo_AvgSurvivalTime,duo_WinPoints,duo_WalkDistance,duo_RideDistance,duo_MoveDistance,duo_AvgWalkDistance,duo_AvgRideDistance,duo_LongestKill,duo_Heals,duo_Revives,duo_Boosts,duo_DamageDealt,duo_DBNOs,squad_KillDeathRatio,squad_WinRatio,squad_TimeSurvived,squad_RoundsPlayed,squad_Wins,squad_WinTop10Ratio,squad_Top10s,squad_Top10Ratio,squad_Losses,squad_Rating,squad_BestRating,squad_DamagePg,squad_HeadshotKillsPg,squad_HealsPg,squad_KillsPg,squad_MoveDistancePg,squad_RevivesPg,squad_RoadKillsPg,squad_TeamKillsPg,squad_TimeSurvivedPg,squad_Top10sPg,squad_Kills,squad_Assists,squad_Suicides,squad_TeamKills,squad_HeadshotKills,squad_HeadshotKillRatio,squad_VehicleDestroys,squad_RoadKills,squad_DailyKills,squad_WeeklyKills,squad_RoundMostKills,squad_MaxKillStreaks,squad_WeaponAcquired,squad_Days,squad_LongestTimeSurvived,squad_MostSurvivalTime,squad_AvgSurvivalTime,squad_WinPoints,squad_WalkDistance,squad_RideDistance,squad_MoveDistance,squad_AvgWalkDistance,squad_AvgRideDistance,squad_LongestKill,squad_Heals,squad_Revives,squad_Boosts,squad_DamageDealt,squad_DBNOs
SILPHTV,43458,4.52,17.33,331173.26,277,48,0.25,109,39.4,229,2928.09,2940.46,419.71,1.02,1.6,3.74,6059.62,0,0.09,0.01,1195.57,0.39,1035,68,2,2,283,0.27,21,26,52,372,18,4,0,39,2178.51,2178.51,964.91,4841,374698.62,1303816.39,1678515.27,1164.78,4095.67,441.08,443,0,853,116260.4,0,3.88,14.84,134397.22,128,19,0.22,43,33.6,109,2477.54,2509.35,407.86,0.79,2.38,3.3,4365.82,0.31,0.03,0.02,1049.98,0.34,423,102,2,3,101,0.24,12,4,11,43,14,3,0,18,2091.55,2091.55,624.38,3036,173180.25,385644.9,558825.15,812.65,1518.29,590.55,304,40,355,52205.91,241,2.88,13.2,253535.98,250,33,0.22,105,42,217,2827.89,2855.77,331.24,0.53,2.16,2.5,4604.71,0.22,0.02,0.04,1014.14,0.42,624,187,2,10,132,0.21,16,6,40,184,17,5,0,29,2153.4,2153.4,1302.44,4496,349731.28,801446.62,1151177.71,1721.97,4114.51,621.59,540,55,530,82809.09,573
SexyPIG,7513,5.16,23.77,397022.2,265,63,0.41,153,57.7,202,2956.5,2950.39,460.02,0.91,1.75,3.94,5907.92,0,0.06,0,1498.2,0.58,1043,65,0,0,240,0.23,30,17,11,59,14,3,0,33,2203.62,2203.62,1498.2,2460,438117.1,1127482,1565599,1653.27,4254.65,453.45,463,0,972,121904.2,0,5.07,22.12,143585.2,113,25,0.46,54,47.8,88,2509.26,2544.26,501.43,0.78,2.88,3.95,5738.1,0.34,0.04,0.02,1270.67,0.48,446,110,2,2,88,0.2,19,5,15,47,14,4,0,23,1984.99,1984.99,1270.67,2067,187134.1,461271.4,648405.4,1656.05,4082.05,376.59,326,38,375,56661.23,253,3.36,22.28,225528.1,184,41,0.43,96,52.2,143,2885.4,2905.59,374.22,0.49,3.16,2.61,5561.26,0.4,0.01,0.02,1225.7,0.52,481,203,1,3,91,0.19,14,2,24,165,16,5,0,28,2154.3,2154.3,1225.7,2384,295314.8,727957.3,1023272,1604.97,3956.29,476.38,582,73,478,68856.36,435
TOP_94,9142,2.12,5.19,87514.41,77,4,0.19,21,27.3,73,2512.27,2491.31,232.01,0.45,0.94,2.01,3119.74,0,0.03,0,1136.55,0.27,155,10,0,0,35,0.23,2,2,10,10,9,2,0,28,1958.89,1958.89,1136.55,2073,115915.3,124305,240220.3,1505.39,1614.35,514.2,72,0,143,17864.41,0,3.13,15.09,204864.65,159,24,0.65,79,49.7,135,2550.94,2553.64,307.02,0.46,1.47,2.66,4677.56,0.19,0.01,0.01,1288.46,0.5,423,110,1,2,73,0.17,6,1,20,20,13,4,0,26,2177.93,2177.93,1552.52,3232,302037.34,441694.09,743731.53,2165.53,3156.26,402.44,234,30,390,48816.2,228,2.39,21.61,722418.3,509,110,0.29,383,75.2,399,2953.92,2955.92,236.21,0.29,1.52,1.87,5458.25,0.32,0.03,0.02,1419.29,0.75,954,380,3,9,150,0.16,33,14,6,93,11,4,0,37,2187.95,2187.95,1419.29,2463,1044377,1733874,2778250,2051.82,3406.43,551.16,774,165,986,120229.3,764
zeggi,6180,2.39,5.77,53548.14,52,3,0.25,12,23.1,49,2348.9,2339.22,254.07,0.4,1.9,2.25,4375.19,0,0.08,0,1029.77,0.23,117,3,0,0,21,0.18,0,4,2,2,8,2,0,9,1989.69,1989.69,1029.77,1932,81850.3,145659.3,227509.7,1574.04,2801.14,368.18,99,0,136,13211.58,0,2,25,5775.07,4,1,0.33,3,75,3,1437.1,1425.96,296.81,0.75,1,1.5,7614.68,0,0,0,1443.77,0.75,6,4,0,0,3,0.5,1,0,0,0,6,2,0,2,1854.64,1854.64,1443.77,1206,7302.67,23156.07,30458.74,1825.67,5789.02,310.29,4,0,14,1187.24,5,1.82,17.98,940833.1,673,121,0.25,477,70.9,552,2936.66,2946.98,227.71,0.22,2.42,1.5,6879.96,0.24,0.05,0.03,1397.97,0.71,1007,418,4,17,147,0.15,51,32,3,3,9,4,0,43,2201.7,2201.7,1397.97,2454,1280425,3349789,4630213,1902.56,4977.4,568.95,1628,164,2146,153249.3,958
baoli6666666,212886,2,5.36,47966.09,56,3,0.38,8,14.3,53,2083.4,2087.89,218.11,0.45,1.57,1.89,2451.11,0,0.11,0.02,856.54,0.14,106,6,1,1,25,0.24,1,6,10,10,10,3,0,12,1937.81,1937.81,856.54,1695,67438.59,69823.86,137262.4,1204.26,1246.86,277.18,88,0,76,12214.28,0,1.75,3.73,123041.68,134,5,0.09,28,20.9,129,1812.65,1999.95,222.52,0.28,1.8,1.69,2490.57,0.18,0.01,0.01,918.22,0.21,226,41,1,1,38,0.17,0,1,12,12,11,2,0,17,2157.98,2157.98,1340,2535,143605.17,190131.1,333736.38,1262.18,714.78,336.77,241,24,179,29817.12,149,1.94,13.32,1203269.26,946,126,0.1,546,57.7,820,2922.48,2945.17,229.97,0.26,2.46,1.68,4286.69,0.35,0.01,0.01,1271.95,0.58,1594,636,4,11,242,0.15,31,8,38,38,10,4,0,61,2192.47,2192.47,1023.25,5993,1762202.18,2293005.55,4055207.72,1509.09,1695.75,518.17,2325,332,1889,217549.35,1353
Toadoo1,51329,2.3,9.09,25094.18,22,2,0.33,6,27.3,20,1748.67,1741.86,241.88,0.23,1.27,2.09,4568.36,0,0,0.05,1140.64,0.27,46,2,1,1,5,0.11,1,0,2,2,9,2,0,12,2062.58,2062.58,1140.64,1451,28955.14,71548.86,100504,1316.14,3252.22,240.75,28,0,30,5321.45,0,2.14,22.22,10593.34,9,2,0.5,4,44.4,7,1551.88,1556.57,262.49,0.44,1.67,1.67,3786.6,0.11,0,0,1177.04,0.44,15,4,0,0,4,0.27,0,0,2,2,5,2,0,3,2029.77,2029.77,1177.04,1307,14261.89,19817.53,34079.42,1584.66,2201.95,278.47,15,1,14,2362.38,11,1.82,19.06,803731.3,577,110,0.27,411,71.2,467,2979.39,2977.45,221.51,0.27,2.97,1.47,6239.35,0.23,0.01,0.01,1392.95,0.71,851,356,0,6,155,0.18,28,4,24,24,9,3,0,44,2188.1,2188.1,1392.95,2493,1033153,2566954,3600107,1790.56,4448.79,443.3,1714,134,948,127812.5,786
ESPOIR,5118,3.45,15.38,17399.92,13,2,0.31,6,46.2,11,1545.78,1526.55,341.3,0.31,2.23,2.92,5306.28,0,0.08,0,1338.46,0.46,38,4,0,0,4,0.11,1,1,11,11,6,2,0,9,1945.14,1945.14,1537.86,4465,25199.94,43781.74,68981.67,2316.86,4084.91,258.24,29,0,38,4436.86,0,1.92,8.57,87271.15,70,6,0.1,32,45.7,64,2283.58,2306.03,224.31,0.34,1.87,1.76,5177.85,0.16,0.01,0.03,1246.73,0.46,123,30,1,2,24,0.2,2,1,16,25,9,2,0,11,2060.12,2060.12,1444.13,2942,120095.62,242353.73,362449.35,1855.23,4050.12,338.71,131,11,115,15701.6,75,2.27,23.89,272500.26,180,43,0.15,144,80,137,2942.58,2944.23,237.94,0.29,2.24,1.73,6226.76,0.28,0.01,0,1513.89,0.8,311,162,0,0,53,0.17,15,1,13,51,8,4,0,23,1988.51,1988.51,1399.76,3484,416422.48,704395.52,1120817.6,1916.63,5121.43,474.21,404,51,369,42829.13,257
SuPoo,108625,2.79,7.69,28584.16,26,2,0.25,8,30.8,24,2030.6,2034.3,280.21,0.46,1.35,2.58,2366.69,0,0,0,1099.39,0.31,67,2,0,0,12,0.18,0,0,3,6,8,2,0,16,1996.08,1996.08,1099.39,1661,33483.94,28049.88,61533.83,1287.84,1078.84,246.1,35,0,45,7285.47,0,2.01,10.62,346865.11,320,34,0.1,117,36.6,286,2245.07,2283.86,223.6,0.32,1.35,1.8,3169.04,0.24,0.02,0.02,1083.95,0.37,575,171,2,5,102,0.18,11,5,0,35,9,3,0,38,2180.14,2180.14,691.69,3857,452256.99,561835.64,1014093.23,818.47,1505.95,340.17,431,78,616,71553.19,310,1.92,16.29,552287.69,442,72,0.23,271,61.3,370,2946.95,2954.83,226.67,0.21,1.52,1.6,5040.18,0.27,0.01,0.01,1249.52,0.61,709,302,1,6,94,0.13,27,5,12,12,10,4,0,42,2190.53,2190.53,993.71,5759,754142.36,1473617.36,2227760.32,1169.1,3039.56,493.66,670,121,900,100189.89,588
TwitchTV_SADO,85012,2.99,16.24,389582.9,271,44,0.32,136,50.2,227,2810.46,2864.82,292.18,0.71,2.67,2.5,5500.3,0,0.07,0,1437.58,0.5,678,48,0,0,192,0.28,10,19,7,7,9,3,0,27,2189.58,2189.58,1437.58,2338,562883.3,927698.5,1490582,2077.06,3423.24,311.1,724,0,1104,79180.49,0,3.4,36.71,113552.2,79,29,0.58,50,63.3,50,2585.6,2603.93,271.93,0.46,3.28,2.15,6680.92,0.23,0.01,0,1437.37,0.63,170,66,0,0,36,0.21,3,1,5,39,8,2,0,11,2032.44,2032.44,1437.37,2173,164745,363048,527793,2085.38,4595.54,412.6,259,18,282,21482.18,88,3.2,32.72,242631.5,162,53,0.41,129,79.6,109,2993.89,3002.31,312.32,0.48,3.21,2.15,7192.17,0.31,0.02,0.01,1497.73,0.8,349,146,0,1,77,0.22,10,4,28,188,8,4,0,16,2110.62,2110.62,1497.72,2505,341336.6,823794.4,1165131,2107.02,5085.15,460.87,520,51,510,50595.89,304
cn_NEO,6603,4.03,11.43,35418.8,35,4,0.44,9,25.7,31,2329.02,2342.47,384.65,0.6,1.8,3.57,3465.03,0,0.17,0.03,1011.97,0.26,125,8,1,1,21,0.17,1,6,0,31,13,6,0,10,1949.52,1949.52,1011.97,1916,59629.5,61646.5,121276,1703.7,1761.33,239.78,63,0,61,13462.66,0,4.17,36.84,27784.41,19,7,0.58,12,63.2,12,1957.84,1946.19,354.44,0.26,2.11,2.63,5544.82,0.11,0,0,1462.34,0.63,50,9,0,0,5,0.1,2,0,13,13,8,2,0,6,1981.94,1981.94,1462.34,1642,39553.45,65798.07,105351.5,2081.76,3463.06,283.8,40,2,40,6734.44,28,2.2,21.17,933143.06,647,137,0.14,498,77,510,2945.69,2957.62,241.77,0.27,2.19,1.73,6194.79,0.34,0.03,0.01,1442.26,0.77,1121,557,3,7,175,0.16,43,19,19,19,14,4,0,46,2185.6,2185.6,1012.97,3463,1170871.67,2837155,4008026.67,1236.57,2195.94,385.89,1415,220,1455,156426,944
Curious_ow,131513,8,36.36,16926.01,11,4,0.57,7,63.6,7,1911.58,1898.1,487.82,0.91,1.36,5.09,6890.9,0,0,0,1538.73,0.64,56,1,0,0,10,0.18,0,0,3,12,12,2,0,6,1964.63,1964.63,1538.73,1586,19361.14,56438.81,75799.95,1760.1,5130.8,271.26,15,0,50,5365.97,0,7.09,35.29,22944.88,17,6,0.6,10,58.8,11,2095.7,2108.73,492.99,0.88,3.12,4.59,4959.31,0.18,0,0,1349.7,0.59,78,19,0,0,15,0.19,3,0,0,38,17,2,0,6,2097.56,2097.56,1349.7,1717,28296.93,56011.41,84308.34,1664.53,3294.79,307,53,3,68,8380.8,31,5.52,39.13,217126.59,138,54,0.23,119,86.2,84,3013.02,3011.65,408.45,0.46,3.04,3.36,7307.77,0.36,0.01,0.01,1573.38,0.86,464,199,1,1,63,0.14,15,2,32,32,18,4,0,15,1983.73,1983.73,1466.17,3535,300927.73,707544.23,1008471.96,1764.84,6764.24,440.56,420,50,466,56365.65,344
PanDaTV652714,162887,3.55,5.56,41927.88,54,3,0.19,8,14.8,51,2154.31,2148.04,364.32,0.8,0.72,3.35,2035.04,0,0.02,0.04,776.44,0.15,181,6,2,2,43,0.24,0,1,7,10,16,2,0,22,2190.65,2190.65,632.44,2679,58224.54,51667.41,109891.94,650.62,516.67,410.23,39,0,95,19673.14,0,4.37,11.83,100419.28,93,11,0.44,34,36.6,82,2187.75,2193.64,438.52,0.78,1.45,3.85,3026.6,0.23,0,0.02,1079.78,0.37,358,51,1,2,73,0.2,5,0,53,132,17,4,0,25,1969.55,1969.55,1139.91,4445,133976.91,147496.57,281473.53,1542.28,1733.38,805.02,135,21,194,40782.39,209,3.65,17.34,669639.64,617,107,0.52,316,51.2,510,2976.31,2971.08,386.45,0.54,1.99,3.02,3405.8,0.37,0.01,0.03,1085.32,0.51,1862,632,8,21,336,0.18,29,5,162,169,14,4,0,48,2190.78,2190.78,1010.77,7933,1039095.23,1062285.2,2101380.47,1585.34,1284.74,421.27,1225,229,1351,238440.55,1685
Se7en_700,200738,5.63,16.33,56649.72,49,8,0.47,17,34.7,41,2586.51,2529.46,507.62,1.98,1.1,4.71,2574.32,0,0,0,1156.12,0.35,231,4,0,0,97,0.42,1,0,28,43,20,2,0,15,2174.24,2174.24,1156.12,2125,95443.98,30697.76,126141.8,1947.84,626.48,392.67,54,0,153,24873.46,0,5.64,31.15,76981.04,61,19,0.66,29,47.5,42,2306.57,2259.57,392.22,1.2,1.59,3.89,3825.26,0.18,0.03,0.03,1261.98,0.48,237,51,0,2,73,0.31,2,2,30,32,18,3,0,16,2051.66,2051.66,1261.98,1892,118095.9,115244.7,233340.6,1936,1889.26,396.8,97,11,162,23925.7,112,2.35,16.06,533457.64,411,66,0.12,271,65.9,345,2930.56,2929.95,259.76,0.45,2.4,1.97,4020.07,0.28,0,0.02,1297.95,0.66,810,272,3,7,186,0.23,14,2,54,143,13,4,0,40,2176.72,2176.72,1351.67,3495,774079.48,878171.18,1652250.77,1992.43,1268.85,516.15,987,114,879,106760.71,687
AKfun,196291,1.83,3.85,95015.29,130,5,0.23,13,10,125,2184.91,2211.85,196.16,0.32,1.34,1.76,2184.76,0,0,0,730.89,0.1,229,11,0,0,41,0.18,0,0,2,3,11,2,0,34,2008.06,2008.06,540.41,4013,146445.06,137573.39,284018.43,810.88,712.34,434.05,174,0,136,25501.32,0,2.07,5.84,229039.07,257,15,0.2,66,25.7,242,2157.83,2170.95,246.9,0.44,1.82,1.95,2758.24,0.23,0.02,0.03,891.2,0.26,502,103,1,8,114,0.23,9,4,22,97,12,3,0,43,1994.58,1994.58,843.62,5517,323846.69,385019.98,708866.77,1251.83,1401.94,336.91,467,60,310,63454.51,317,2,9.7,696209.67,639,62,0.23,309,48.4,577,2876.42,2922.21,226.8,0.35,2.32,1.8,3763.62,0.3,0,0.03,1089.53,0.48,1152,343,1,22,225,0.2,21,3,59,175,11,4,0,57,2173.33,2173.33,1122.55,5308,1058115.72,1346839.47,2404955.35,1771.32,2047.53,409.09,1480,194,942,144927.7,974
Romance_,6108,4.16,9.52,26420.49,21,2,0.22,9,42.9,19,1986.09,1943.89,382.89,1.05,1.9,3.76,4641.48,0,0.1,0,1258.12,0.43,79,2,0,0,22,0.28,1,2,1,1,11,2,0,7,2183.06,2183.06,1258.12,1619,33611.74,63859.44,97471.18,1600.56,3040.93,292.78,40,0,86,8040.75,0,3.07,12.12,44700.86,33,4,0.13,16,48.5,29,1913.9,1836.5,326.63,0.39,4.33,2.7,5557.81,0.09,0,0,1354.57,0.48,89,35,0,0,13,0.15,0,0,16,16,8,3,0,9,2027.28,2027.28,1573.99,2640,68799.98,114607.64,183407.57,2256.21,2742.85,344.7,143,3,126,10778.9,46,2.4,21.45,379129.07,289,62,0.26,202,69.9,227,2951.46,2952.44,261.32,0.28,3.1,1.88,5492.49,0.37,0.02,0.01,1311.87,0.7,544,227,0,3,81,0.15,32,7,32,32,13,4,0,35,2190.54,2190.54,1265.3,3778,569566.99,1017763.31,1587330.2,1794,3436.71,385.56,895,106,691,75521,478
Dongwonchamchi,84821,2.66,8.57,41423.49,35,3,0.27,11,31.4,32,2107.18,1989.06,284.64,0.77,1.51,2.43,4635.8,0,0,0.06,1183.53,0.31,85,6,2,2,27,0.32,1,0,3,4,9,4,0,18,2050.7,2050.7,1183.53,1748,73533.46,88719.41,162252.9,2100.96,2534.84,275.94,53,0,81,9962.37,0,2.96,10.71,60862,56,6,0.32,19,33.9,50,2113.44,2117.34,288.18,0.84,2.23,2.64,4473.92,0.18,0,0,1086.82,0.34,148,32,0,0,47,0.32,3,0,7,7,11,3,0,15,2064.26,2064.26,1086.82,1738,99679.16,150860.2,250539.4,1779.98,2693.93,390.86,125,10,120,16138.16,80,2.08,15.12,1228174.96,926,140,0.11,628,67.8,786,2910.87,2934.58,240.91,0.33,2.18,1.77,6129.34,0.3,0.02,0.01,1326.32,0.68,1636,590,2,12,309,0.19,68,14,14,14,13,5,0,48,2201.7,2201.7,786.23,3433,1820130.85,3855641,5675771.85,1134.62,2084.13,481.03,2021,279,2359,223078.06,1385
TheHell,9339,4.35,18.15,347879.18,270,49,0.38,117,43.3,221,2787.66,2859.93,403.4,0.98,1.98,3.56,6268.49,0,0.07,0.01,1288.44,0.43,961,54,2,2,264,0.27,36,18,76,76,18,3,0,36,2186.12,2186.12,1128.54,3460,386177.84,1306314.44,1692491.98,1404.24,3552.06,460.84,535,0,1094,108917.23,0,4.77,24.28,310574.15,243,59,0.25,120,49.4,184,2607.04,2620.54,429.28,0.93,2.51,3.61,6339.56,0.29,0.09,0.02,1278.08,0.49,877,205,3,4,225,0.26,35,21,46,46,16,4,0,32,2191.3,2191.3,803.69,3141,408606.15,1131907,1540512.85,956.19,2338.65,355.85,610,71,927,104314.82,499,4.66,30.04,369818.5,273,82,0.57,176,64.5,191,2928.82,2937.68,395.96,0.79,3.66,3.26,6616.44,0.3,0.04,0.01,1354.65,0.64,890,326,2,4,215,0.24,26,11,76,76,16,4,0,37,2184.22,2184.22,1490.96,5380,553913.5,1252375.76,1806289.46,2207.47,5409.76,578.69,1000,82,934,108097.31,743
BDBDBB,150672,10.75,50,10909.85,8,4,0.8,5,62.5,4,1793.21,1816.26,494.12,2.12,2.38,5.38,4676.02,0,0,0,1363.73,0.62,43,0,0,0,17,0.4,0,0,0,0,13,2,0,6,1964.71,1964.71,1363.73,1498,14331.88,23076.25,37408.13,1791.49,2884.53,392.33,19,0,25,3952.99,0,2.5,5.56,117261.6,108,6,0.18,34,31.5,102,2224.73,2267.41,318.73,0.5,1.64,2.36,4654.48,0.17,0.05,0.02,1085.76,0.31,255,41,1,2,54,0.21,6,5,8,8,13,4,0,19,1993.04,1993.04,1085.76,1844,169026,333658.3,502684.3,1565.06,3089.43,393.82,177,18,171,34422.86,181,2.12,10.49,665897.1,553,58,0.19,306,55.3,495,2919.74,2925.13,254.41,0.29,1.81,1.89,5043.34,0.42,0.01,0.01,1204.15,0.55,1047,326,0,3,160,0.15,19,4,18,18,11,4,0,41,2189.98,2189.98,1204.15,2432,979454.3,1809510,2788965,1771.16,3272.17,1630.95,1002,230,812,140689,914
ChangJin,7997,3.67,25,9031.35,8,2,0.67,3,37.5,6,1501.2,1445.82,282.04,1.38,0.62,2.75,4253.9,0,0.25,0,1128.92,0.38,22,0,0,0,11,0.5,0,2,3,15,12,2,0,6,1930.09,1930.09,1128.92,1262,9072.13,24959.11,34031.24,1134.02,3119.89,250.52,5,0,14,2256.29,0,3.08,7.69,42240.04,39,3,0.21,14,35.9,36,1814.08,1801.9,332.23,0.54,2.08,2.85,3490.84,0.41,0.03,0,1083.08,0.36,111,16,0,0,21,0.19,3,1,3,3,13,4,0,14,1963.58,1963.58,1083.08,1480,71863.34,64279.33,136142.7,1842.65,1648.19,267.35,81,16,79,12957.16,66,3.1,21.58,1004748.13,709,153,0.69,537,75.7,556,2920.46,2958.65,337.59,0.34,2.29,2.43,6310.28,0.37,0.06,0.02,1417.13,0.76,1725,608,5,13,244,0.14,50,41,10,66,18,4,0,47,2191.98,2191.98,1217.24,4757,1305510.23,3168475.69,4473985.92,1663.27,3470.72,453.74,1624,260,1799,239352.05,1565
CraXlayer,72040,2.1,7.69,57939.1,52,4,0.07,16,30.8,48,2264.23,2277.54,223.8,0.21,1.6,1.94,4153.36,0,0.02,0.04,1114.21,0.31,101,8,2,2,11,0.11,4,1,8,8,9,2,0,24,1961,1961,1155.95,4972,61960.13,154014.38,215974.52,1209.98,3582.72,300.23,83,0,114,11637.86,0,1.63,6.6,109911.46,106,7,0.07,35,33,99,2276.84,2262.8,176.35,0.14,1.27,1.52,3544.29,0.12,0.06,0,1036.9,0.33,161,38,0,0,15,0.09,3,6,12,17,9,2,0,29,2089.55,2089.55,654.32,3908,142116.85,233577.64,375694.48,924.35,1337.6,308.56,135,13,197,18693.59,90,1.48,13.19,919291.49,781,103,0.24,437,56,678,2974.68,2977.69,164.78,0.15,2.1,1.29,4248.34,0.32,0.01,0.01,1177.07,0.56,1004,424,0,8,120,0.12,43,9,26,30,12,4,0,55,2190.53,2190.53,1159.33,5923,1255304.75,2062650.54,3317955.29,1404.72,1858.85,451.42,1640,248,1485,128693.05,770
COSAB-,152251,4.23,16.67,46089.8,36,6,0.38,16,44.4,30,2489.69,2481.91,413.29,0.97,2.42,3.53,5029.3,0,0.11,0,1280.27,0.44,127,4,0,0,35,0.28,1,4,3,3,15,9,0,8,2027.58,2027.58,1280.27,2051,73537.67,107517.3,181054.9,2042.71,2986.59,350.05,87,0,101,14878.41,0,3,12.5,17027.48,16,2,0.25,8,50,14,2086.17,1918.61,306.7,0.38,2.44,2.62,4459.35,0.19,0,0,1064.22,0.5,42,9,0,0,6,0.14,1,0,5,5,9,2,0,5,2089.55,2089.55,1064.22,1716,21571.41,49778.13,71349.53,1348.21,3111.13,293.73,39,3,30,4907.27,22,2.16,21.69,260629.94,189,41,0.35,137,72.5,148,2978.93,2982.25,252.44,0.38,2.37,1.69,6076.42,0.25,0,0.01,1378.99,0.72,320,127,1,2,72,0.22,15,0,14,14,10,4,0,18,2190.53,2190.53,1259.42,3707,368873.26,779570.93,1148444.29,1968.89,3261.29,295.09,448,47,459,47711.47,306
HyukOh,8993,2.23,3.76,99599.86,133,5,0.28,18,13.5,128,2496.84,2532.38,243.2,0.42,1.74,2.14,2225.71,0,0.02,0,748.87,0.14,285,11,0,0,56,0.2,5,3,16,16,15,3,0,32,1970.01,1970.01,748.87,2032,141046.7,154973.1,296019.8,1060.5,1165.21,319.17,232,0,186,32346.25,0,3.52,23.85,175037.3,130,31,0.47,66,50.8,99,2667.22,2663.82,331.96,0.35,2.52,2.68,5595.45,0.23,0.02,0,1346.44,0.51,348,92,0,0,46,0.13,6,3,12,12,10,3,0,27,2181.63,2181.63,1346.44,2226,241005.6,486402.5,727408.1,1853.89,3741.56,432.64,327,30,394,43155.03,203,2.65,22.28,564839.9,404,90,0.31,288,71.3,314,2915.77,2923.77,262.22,0.36,2.54,2.06,5710.21,0.37,0.01,0.01,1398.12,0.71,832,324,2,3,144,0.17,41,4,6,20,11,6,0,38,2180.34,2180.34,1398.12,2431,744048.6,1562874,2306923,1841.7,3868.5,609.85,1027,151,876,105937.5,645
Yaku1018,142407,3.56,13.33,53999.59,60,8,0.75,15,25,52,2428.13,2465.88,340.98,0.8,1.17,3.08,6668.14,0,0.03,0.02,899.99,0.25,185,8,1,1,48,0.26,4,2,13,30,14,3,0,27,1894.63,1894.63,1385.57,3119,166003.39,234085.32,400088.61,3347.25,1984.23,339.55,70,0,115,20458.8,0,3.93,16.67,20368.94,18,3,0.38,8,44.4,15,1865.42,1712.22,446.85,0.94,3.44,3.28,3451.51,0.17,0,0,1131.61,0.44,59,14,0,0,17,0.29,1,0,12,12,11,2,0,7,1856.2,1856.2,1131.61,1528,34932.52,27194.6,62127.12,1940.7,1510.81,272.89,62,3,41,8043.28,38,2.52,17.71,717424.06,542,96,0.14,355,65.5,446,2919.71,2932.2,304.93,0.38,2.64,2.08,4492.72,0.37,0.01,0.01,1323.66,0.65,1126,537,0,6,205,0.18,18,5,41,41,16,4,0,46,2190,2190,1239.5,3608,990650.76,1444401.26,2435052.72,1540.35,2317.65,441.79,1432,201,1092,165273.43,1031
BanMyo,10410,5.5,25,9218.53,8,2,0.5,4,50,6,1551.55,1437.17,429,1.25,0.88,4.12,2916.8,0,0,0,1152.32,0.5,33,0,0,0,10,0.3,1,0,13,13,15,2,0,4,1887.48,1887.48,1152.32,1292,11849.92,11484.44,23334.37,1481.24,1435.56,397.3,7,0,26,3432.02,0,9,40,6432.31,5,2,0.67,3,60,3,1456.61,1425.29,681.46,2.6,1,5.4,5678.91,0,0.2,0,1286.46,0.6,27,7,0,0,13,0.48,1,1,5,5,11,7,0,4,2191.22,2191.22,1286.46,1203,8190.24,20204.29,28394.53,1638.05,4040.86,240.63,5,0,7,3407.29,17,2.96,26.87,1058596.8,737,198,0.18,548,74.4,539,2918.36,2942.74,284.41,0.37,2.4,2.16,6574.94,0.29,0.04,0.01,1436.36,0.74,1594,701,0,5,273,0.17,60,28,9,53,12,4,0,45,2197.28,2197.28,915.26,3486,1466233.63,3379497.41,4845731.04,1103.3,3329.43,633.82,1772,212,1518,209611.93,1351
